0.00020315,0.0001295,-0.00026037,-1.5093e-05,-8.0522e-05,-0.00019065,-0.00013148,-0.00025833,-0.0004039,-0.00023477,0.00027092,6.8916e-05,0.0004295,3.2141e-06,2.6276e-05,4.5547e-05,0.00012788,-0.00012524,-0.00017068,0.00042178
0.00020351,0.00015259,-0.00021887,-2.9944e-06,-6.3088e-05,-0.00015963,-0.00011192,-0.00022969,-0.00037588,-0.00026444,0.00027973,9.882e-05,0.00045167,1.2169e-05,5.1923e-05,6.7472e-05,0.00015483,-0.00010832,-0.0001444,0.00040253
0.00020686,0.00017756,-0.00017391,1.0146e-05,-4.4377e-05,-0.00012759,-9.0642e-05,-0.00020102,-0.0003474,-0.00029301,0.00028956,0.00012979,0.00047256,2.1984e-05,7.9351e-05,8.9099e-05,0.00018236,-9.122e-05,-0.00011701,0.0003816
0.00021331,0.00020428,-0.00012565,2.431e-05,-2.444e-05,-9.4774e-05,-6.7626e-05,-0.00017228,-0.0003185,-0.00031999,0.0003004,0.00016168,0.0004923,3.2604e-05,0.00010843,0.00011046,0.00021048,-7.3978e-05,-8.863e-05,0.00035948
0.00022287,0.00023259,-7.4311e-05,3.9466e-05,-3.3332e-06,-6.1406e-05,-4.2883e-05,-0.0001434,-0.00028924,-0.00034493,0.00031221,0.00019436,0.00051102,4.3962e-05,0.00013899,0.00013158,0.00023916,-5.6625e-05,-5.9406e-05,0.00033666
0.00023554,0.00026228,-2.0168e-05,5.557e-05,1.8867e-05,-2.7726e-05,-1.6414e-05,-0.00011432,-0.00025963,-0.00036741,0.00032492,0.00022765,0.00052889,5.5986e-05,0.00017085,0.00015251,0.00026838,-3.9192e-05,-2.9492e-05,0.00031368
0.00025125,0.00029314,3.6439e-05,7.257e-05,4.2063e-05,6.0344e-06,1.1742e-05,-8.498e-05,-0.00022973,-0.00038703,0.00033846,0.0002614,0.00054607,6.8585e-05,0.0002038,0.00017326,0.0002981,-2.1714e-05,9.4151e-07,0.000291
0.00026987,0.00032493,9.512e-05,9.0397e-05,6.6149e-05,3.9639e-05,4.1529e-05,-5.5303e-05,-0.00019958,-0.00040347,0.00035272,0.00029543,0.00056271,8.1666e-05,0.00023761,0.00019389,0.00032828,-4.2304e-06,3.1714e-05,0.00026913
0.00029123,0.00035737,0.00015542,0.00010897,9.0998e-05,7.2855e-05,7.2889e-05,-2.524e-05,-0.00016921,-0.00041643,0.00036758,0.00032955,0.00057897,9.5127e-05,0.00027203,0.00021442,0.00035884,1.3216e-05,6.2645e-05,0.0002485
0.0003151,0.00039017,0.00021684,0.00012819,0.00011647,0.00010546,0.00010572,5.2612e-06,-0.00013867,-0.00042568,0.00038292,0.00036357,0.00059499,0.00010886,0.0003068,0.00023487,0.00038971,3.0584e-05,9.3541e-05,0.00022953
0.00034121,0.00042303,0.00027881,0.00014796,0.00014242,0.00013724,0.00013992,3.6233e-05,-0.00010802,-0.00043106,0.00039856,0.00039728,0.0006109,0.00012273,0.00034166,0.00025528,0.00042077,4.7819e-05,0.00012421,0.00021261
0.00036923,0.00045561,0.00034073,0.00016817,0.00016867,0.00016799,0.00017532,6.7677e-05,-7.7313e-05,-0.00043246,0.00041435,0.00043049,0.00062682,0.00013664,0.00037631,0.00027566,0.0004519,6.4863e-05,0.00015446,0.00019808
0.0003988,0.00048759,0.00040193,0.00018866,0.00019504,0.00019752,0.00021175,9.9582e-05,-4.6624e-05,-0.00042983,0.0004301,0.00046297,0.00064283,0.00015044,0.00041046,0.000296,0.00048293,8.165e-05,0.00018407,0.00018618
0.00042954,0.00051863,0.00046176,0.00020932,0.00022135,0.00022566,0.000249,0.0001319,-1.6044e-05,-0.00042317,0.00044561,0.0004945,0.00065899,0.00016399,0.00044382,0.00031631,0.00051368,9.8105e-05,0.00021286,0.00017717
0.000461,0.00054838,0.00051948,0.00022997,0.00024738,0.00025226,0.00028682,0.00016456,1.4328e-05,-0.00041257,0.0004607,0.00052485,0.00067531,0.00017717,0.00047608,0.00033655,0.00054396,0.00011414,0.00024062,0.0001712
0.00049274,0.0005765,0.00057439,0.00025046,0.00027294,0.00027716,0.00032495,0.00019745,4.4379e-05,-0.00039815,0.00047514,0.00055381,0.00069179,0.00018983,0.00050694,0.00035671,0.00057353,0.00012968,0.00026715,0.00016837
0.00052429,0.00060265,0.00062577,0.00027063,0.00029781,0.00030024,0.00036306,0.00023045,7.3983e-05,-0.00038012,0.00048873,0.00058114,0.00070839,0.00020183,0.00053612,0.00037673,0.00060214,0.00014463,0.00029226,0.00016874
0.00055519,0.0006265,0.00067291,0.00029028,0.00032177,0.00032142,0.00040083,0.00026339,0.000103,-0.0003587,0.00050127,0.00060662,0.00072503,0.00021304,0.00056333,0.00039655,0.00062952,0.00015887,0.00031578,0.00017227
0.00058495,0.00064775,0.00071511,0.00030925,0.00034461,0.00034059,0.00043787,0.00029607,0.00013126,-0.00033419,0.00051255,0.00063003,0.0007416,0.00022331,0.0005883,0.0004161,0.00065539,0.00017231,0.00033754,0.00017891
0.0006131,0.0006661,0.00075173,0.00032734,0.00036612,0.00035772,0.00047378,0.00032827,0.00015861,-0.00030694,0.00052239,0.00065115,0.00075795,0.00023252,0.00061077,0.0004353,0.00067944,0.00018484,0.00035736,0.0001885
0.00063919,0.00068128,0.00078215,0.00034438,0.00038607,0.00037274,0.00050815,0.00035974,0.00018487,-0.00027733,0.00053057,0.00066979,0.00077388,0.00024054,0.00063051,0.00045405,0.00070136,0.00019633,0.0003751,0.00020085
0.00066278,0.00069304,0.0008058,0.00036017,0.00040427,0.00038566,0.00054053,0.00039021,0.00020984,-0.00024576,0.00053695,0.00068575,0.00078918,0.00024723,0.0006473,0.00047225,0.00072084,0.00020668,0.00039064,0.00021573
